team_id,Player,DOB,seasons
adelaide,"Hinge, Mitch",1998-06-26,2023
adelaide,"Hinge, Mitch",1998-06-26,2024
adelaide,"Soligo, Jake",2003-01-25,2022
adelaide,"Soligo, Jake",2003-01-25,2023
adelaide,"Soligo, Jake",2003-01-25,2024
adelaide,"Berry, Sam",2002-02-12,2021
adelaide,"Berry, Sam",2002-02-12,2022
adelaide,"Berry, Sam",2002-02-12,2023
adelaide,"Berry, Sam",2002-02-12,2024
adelaide,"Murray, Nick",2000-12-18,2021
adelaide,"Murray, Nick",2000-12-18,2022
adelaide,"Murray, Nick",2000-12-18,2023
adelaide,"Murray, Nick",2000-12-18,2024
adelaide,"Thilthorpe, Riley",2002-07-07,2021
adelaide,"Thilthorpe, Riley",2002-07-07,2022
adelaide,"Thilthorpe, Riley",2002-07-07,2023
adelaide,"Thilthorpe, Riley",2002-07-07,2024
adelaide,"Michalanney, Max",2004-02-26,2023
adelaide,"Michalanney, Max",2004-02-26,2024
adelaide,"Worrell, Josh",2001-04-11,2021
adelaide,"Worrell, Josh",2001-04-11,2022
adelaide,"Worrell, Josh",2001-04-11,2023
adelaide,"Worrell, Josh",2001-04-11,2024
adelaide,"Nankervis, Luke",2003-05-25,2023
adelaide,"Nankervis, Luke",2003-05-25,2024
adelaide,"Borlase, James",2002-07-18,2023
adelaide,"Borlase, James",2002-07-18,2024
adelaide,"Dowling, Billy",2004-07-01,2024
adelaide,"Taylor, Zac",2003-01-31,2024
adelaide,"Curtin, Daniel",2005-03-08,2024
adelaide,"Bond, Hugh",2004-09-25,2024
adelaide,"Rachele, Josh",2003-04-11,2022
adelaide,"Rachele, Josh",2003-04-11,2023
adelaide,"Rachele, Josh",2003-04-11,2024
adelaide,"Rankine, Izak",2000-04-23,2023
adelaide,"Rankine, Izak",2000-04-23,2024
adelaide,"Keane, Mark",2000-03-17,2023
adelaide,"Keane, Mark",2000-03-17,2024
adelaide,"Gollant, Lachlan",2001-09-12,2021
adelaide,"Gollant, Lachlan",2001-09-12,2022
adelaide,"Gollant, Lachlan",2001-09-12,2023
adelaide,"Gollant, Lachlan",2001-09-12,2024
adelaide,"Himmelberg, Elliott",1998-06-04,2018
adelaide,"Himmelberg, Elliott",1998-06-04,2019
adelaide,"Himmelberg, Elliott",1998-06-04,2020
adelaide,"Himmelberg, Elliott",1998-06-04,2021
adelaide,"Himmelberg, Elliott",1998-06-04,2022
adelaide,"Himmelberg, Elliott",1998-06-04,2023
adelaide,"Himmelberg, Elliott",1998-06-04,2024
adelaide,"Cook, Brayden",2002-07-18,2021
adelaide,"Cook, Brayden",2002-07-18,2022
adelaide,"Cook, Brayden",2002-07-18,2023
adelaide,"Cook, Brayden",2002-07-18,2024
adelaide,"Smith, Brodie",1992-01-14,2011
adelaide,"Smith, Brodie",1992-01-14,2012
adelaide,"Smith, Brodie",1992-01-14,2013
adelaide,"Smith, Brodie",1992-01-14,2014
adelaide,"Smith, Brodie",1992-01-14,2015
adelaide,"Smith, Brodie",1992-01-14,2016
adelaide,"Smith, Brodie",1992-01-14,2017
adelaide,"Smith, Brodie",1992-01-14,2018
adelaide,"Smith, Brodie",1992-01-14,2019
adelaide,"Smith, Brodie",1992-01-14,2020
adelaide,"Smith, Brodie",1992-01-14,2021
adelaide,"Smith, Brodie",1992-01-14,2022
adelaide,"Smith, Brodie",1992-01-14,2023
adelaide,"Smith, Brodie",1992-01-14,2024
adelaide,"Butts, Jordon",1999-12-31,2020
adelaide,"Butts, Jordon",1999-12-31,2021
adelaide,"Butts, Jordon",1999-12-31,2022
adelaide,"Butts, Jordon",1999-12-31,2023
adelaide,"Butts, Jordon",1999-12-31,2024
adelaide,"Hamill, Will",2000-11-17,2020
adelaide,"Hamill, Will",2000-11-17,2021
adelaide,"Hamill, Will",2000-11-17,2022
adelaide,"Hamill, Will",2000-11-17,2024
adelaide,"Schoenberg, Harry",2001-02-21,2020
adelaide,"Schoenberg, Harry",2001-02-21,2021
adelaide,"Schoenberg, Harry",2001-02-21,2022
adelaide,"Schoenberg, Harry",2001-02-21,2023
adelaide,"Schoenberg, Harry",2001-02-21,2024
adelaide,"Strachan, Kieran",1995-10-05,2020
adelaide,"Strachan, Kieran",1995-10-05,2021
adelaide,"Strachan, Kieran",1995-10-05,2022
adelaide,"Strachan, Kieran",1995-10-05,2024
adelaide,"McHenry, Ned",2000-07-13,2020
adelaide,"McHenry, Ned",2000-07-13,2021
adelaide,"McHenry, Ned",2000-07-13,2022
adelaide,"McHenry, Ned",2000-07-13,2023
adelaide,"McHenry, Ned",2000-07-13,2024
adelaide,"Burgess, Chris",1995-11-26,2024
adelaide,"Pedlar, Luke",2002-05-17,2021
adelaide,"Pedlar, Luke",2002-05-17,2022
adelaide,"Pedlar, Luke",2002-05-17,2023
adelaide,"Pedlar, Luke",2002-05-17,2024
adelaide,"Parnell, Patrick",2002-03-04,2022
adelaide,"Parnell, Patrick",2002-03-04,2023
adelaide,"Parnell, Patrick",2002-03-04,2024
adelaide,"Milera, Wayne",1997-09-14,2016
adelaide,"Milera, Wayne",1997-09-14,2017
adelaide,"Milera, Wayne",1997-09-14,2018
adelaide,"Milera, Wayne",1997-09-14,2019
adelaide,"Milera, Wayne",1997-09-14,2020
adelaide,"Milera, Wayne",1997-09-14,2022
adelaide,"Milera, Wayne",1997-09-14,2023
adelaide,"Milera, Wayne",1997-09-14,2024
adelaide,"Sloane, Rory",1990-03-17,2009
adelaide,"Sloane, Rory",1990-03-17,2010
adelaide,"Sloane, Rory",1990-03-17,2011
adelaide,"Sloane, Rory",1990-03-17,2012
adelaide,"Sloane, Rory",1990-03-17,2013
adelaide,"Sloane, Rory",1990-03-17,2014
adelaide,"Sloane, Rory",1990-03-17,2015
adelaide,"Sloane, Rory",1990-03-17,2016
adelaide,"Sloane, Rory",1990-03-17,2017
adelaide,"Sloane, Rory",1990-03-17,2018
adelaide,"Sloane, Rory",1990-03-17,2019
adelaide,"Sloane, Rory",1990-03-17,2020
adelaide,"Sloane, Rory",1990-03-17,2021
adelaide,"Sloane, Rory",1990-03-17,2022
adelaide,"Sloane, Rory",1990-03-17,2023
adelaide,"McAdam, Shane",1995-05-28,2020
adelaide,"McAdam, Shane",1995-05-28,2021
adelaide,"McAdam, Shane",1995-05-28,2022
adelaide,"McAdam, Shane",1995-05-28,2023
adelaide,"Hately, Jackson",2000-10-21,2021
adelaide,"Hately, Jackson",2000-10-21,2022
adelaide,"Hately, Jackson",2000-10-21,2023
adelaide,"Doedee, Tom",1997-03-01,2018
adelaide,"Doedee, Tom",1997-03-01,2019
adelaide,"Doedee, Tom",1997-03-01,2020
adelaide,"Doedee, Tom",1997-03-01,2021
adelaide,"Doedee, Tom",1997-03-01,2022
adelaide,"Doedee, Tom",1997-03-01,2023
adelaide,"Brown, Tyler",1999-12-09,2023
adelaide,"Rowe, James",1999-09-17,2021
adelaide,"Rowe, James",1999-09-17,2022
adelaide,"Davis, Ben",1997-05-19,2019
adelaide,"Davis, Ben",1997-05-19,2020
adelaide,"Davis, Ben",1997-05-19,2021
adelaide,"Davis, Ben",1997-05-19,2022
adelaide,"Brown, Luke",1992-09-22,2012
adelaide,"Brown, Luke",1992-09-22,2013
adelaide,"Brown, Luke",1992-09-22,2014
adelaide,"Brown, Luke",1992-09-22,2015
adelaide,"Brown, Luke",1992-09-22,2016
adelaide,"Brown, Luke",1992-09-22,2017
adelaide,"Brown, Luke",1992-09-22,2018
adelaide,"Brown, Luke",1992-09-22,2019
adelaide,"Brown, Luke",1992-09-22,2020
adelaide,"Brown, Luke",1992-09-22,2021
adelaide,"Brown, Luke",1992-09-22,2022
adelaide,"Frampton, Billy",1996-11-20,2020
adelaide,"Frampton, Billy",1996-11-20,2021
adelaide,"Frampton, Billy",1996-11-20,2022
adelaide,"McPherson, Andrew",1999-06-20,2020
adelaide,"McPherson, Andrew",1999-06-20,2021
adelaide,"McPherson, Andrew",1999-06-20,2022
adelaide,"Mackay, David",1988-07-25,2008
adelaide,"Mackay, David",1988-07-25,2009
adelaide,"Mackay, David",1988-07-25,2010
adelaide,"Mackay, David",1988-07-25,2011
adelaide,"Mackay, David",1988-07-25,2012
adelaide,"Mackay, David",1988-07-25,2013
adelaide,"Mackay, David",1988-07-25,2014
adelaide,"Mackay, David",1988-07-25,2015
adelaide,"Mackay, David",1988-07-25,2016
adelaide,"Mackay, David",1988-07-25,2017
adelaide,"Mackay, David",1988-07-25,2018
adelaide,"Mackay, David",1988-07-25,2019
adelaide,"Mackay, David",1988-07-25,2020
adelaide,"Mackay, David",1988-07-25,2021
adelaide,"Lynch, Tom",1990-09-15,2012
adelaide,"Lynch, Tom",1990-09-15,2013
adelaide,"Lynch, Tom",1990-09-15,2014
adelaide,"Lynch, Tom",1990-09-15,2015
adelaide,"Lynch, Tom",1990-09-15,2016
adelaide,"Lynch, Tom",1990-09-15,2017
adelaide,"Lynch, Tom",1990-09-15,2018
adelaide,"Lynch, Tom",1990-09-15,2019
adelaide,"Lynch, Tom",1990-09-15,2020
adelaide,"Lynch, Tom",1990-09-15,2021
adelaide,"Seedsman, Paul",1992-01-22,2016
adelaide,"Seedsman, Paul",1992-01-22,2017
adelaide,"Seedsman, Paul",1992-01-22,2018
adelaide,"Seedsman, Paul",1992-01-22,2019
adelaide,"Seedsman, Paul",1992-01-22,2020
adelaide,"Seedsman, Paul",1992-01-22,2021
adelaide,"Kelly, Jake",1995-01-21,2015
adelaide,"Kelly, Jake",1995-01-21,2017
adelaide,"Kelly, Jake",1995-01-21,2018
adelaide,"Kelly, Jake",1995-01-21,2019
adelaide,"Kelly, Jake",1995-01-21,2020
adelaide,"Kelly, Jake",1995-01-21,2021
adelaide,"OConnor, Ronin",2001-02-01,2021
adelaide,"Talia, Daniel",1991-10-02,2011
adelaide,"Talia, Daniel",1991-10-02,2012
adelaide,"Talia, Daniel",1991-10-02,2013
adelaide,"Talia, Daniel",1991-10-02,2014
adelaide,"Talia, Daniel",1991-10-02,2015
adelaide,"Talia, Daniel",1991-10-02,2016
adelaide,"Talia, Daniel",1991-10-02,2017
adelaide,"Talia, Daniel",1991-10-02,2018
adelaide,"Talia, Daniel",1991-10-02,2019
adelaide,"Talia, Daniel",1991-10-02,2020
adelaide,"Hartigan, Kyle",1991-11-07,2013
adelaide,"Hartigan, Kyle",1991-11-07,2014
adelaide,"Hartigan, Kyle",1991-11-07,2015
adelaide,"Hartigan, Kyle",1991-11-07,2016
adelaide,"Hartigan, Kyle",1991-11-07,2017
adelaide,"Hartigan, Kyle",1991-11-07,2018
adelaide,"Hartigan, Kyle",1991-11-07,2019
adelaide,"Hartigan, Kyle",1991-11-07,2020
adelaide,"Crouch, Brad",1994-01-14,2013
adelaide,"Crouch, Brad",1994-01-14,2014
adelaide,"Crouch, Brad",1994-01-14,2016
adelaide,"Crouch, Brad",1994-01-14,2017
adelaide,"Crouch, Brad",1994-01-14,2019
adelaide,"Crouch, Brad",1994-01-14,2020
adelaide,"Stengle, Tyson",1998-10-19,2019
adelaide,"Stengle, Tyson",1998-10-19,2020
adelaide,"Gibbs, Bryce",1989-03-15,2018
adelaide,"Gibbs, Bryce",1989-03-15,2019
adelaide,"Gibbs, Bryce",1989-03-15,2020
adelaide,"Poholke, Myles",1998-07-10,2018
adelaide,"Poholke, Myles",1998-07-10,2019
adelaide,"Poholke, Myles",1998-07-10,2020
adelaide,"Crocker, Ben",1997-02-19,2020
adelaide,"McAsey, Fischer",2001-03-08,2020
adelaide,"Atkins, Rory",1994-07-12,2015
adelaide,"Atkins, Rory",1994-07-12,2016
adelaide,"Atkins, Rory",1994-07-12,2017
adelaide,"Atkins, Rory",1994-07-12,2018
adelaide,"Atkins, Rory",1994-07-12,2019
adelaide,"Atkins, Rory",1994-07-12,2020
adelaide,"Knight, Riley",1995-03-27,2015
adelaide,"Knight, Riley",1995-03-27,2016
adelaide,"Knight, Riley",1995-03-27,2017
adelaide,"Knight, Riley",1995-03-27,2018
adelaide,"Knight, Riley",1995-03-27,2019
adelaide,"Knight, Riley",1995-03-27,2020
adelaide,"Douglas, Richard",1987-02-06,2006
adelaide,"Douglas, Richard",1987-02-06,2007
adelaide,"Douglas, Richard",1987-02-06,2008
adelaide,"Douglas, Richard",1987-02-06,2009
adelaide,"Douglas, Richard",1987-02-06,2010
adelaide,"Douglas, Richard",1987-02-06,2011
adelaide,"Douglas, Richard",1987-02-06,2012
adelaide,"Douglas, Richard",1987-02-06,2013
adelaide,"Douglas, Richard",1987-02-06,2014
adelaide,"Douglas, Richard",1987-02-06,2015
adelaide,"Douglas, Richard",1987-02-06,2016
adelaide,"Douglas, Richard",1987-02-06,2017
adelaide,"Douglas, Richard",1987-02-06,2018
adelaide,"Douglas, Richard",1987-02-06,2019
adelaide,"Jacobs, Sam",1988-04-10,2011
adelaide,"Jacobs, Sam",1988-04-10,2012
adelaide,"Jacobs, Sam",1988-04-10,2013
adelaide,"Jacobs, Sam",1988-04-10,2014
adelaide,"Jacobs, Sam",1988-04-10,2015
adelaide,"Jacobs, Sam",1988-04-10,2016
adelaide,"Jacobs, Sam",1988-04-10,2017
adelaide,"Jacobs, Sam",1988-04-10,2018
adelaide,"Jacobs, Sam",1988-04-10,2019
adelaide,"Betts, Eddie",1986-11-26,2014
adelaide,"Betts, Eddie",1986-11-26,2015
adelaide,"Betts, Eddie",1986-11-26,2016
adelaide,"Betts, Eddie",1986-11-26,2017
adelaide,"Betts, Eddie",1986-11-26,2018
adelaide,"Betts, Eddie",1986-11-26,2019
adelaide,"Greenwood, Hugh",1992-03-06,2017
adelaide,"Greenwood, Hugh",1992-03-06,2018
adelaide,"Greenwood, Hugh",1992-03-06,2019
adelaide,"Keath, Alex",1992-01-20,2017
adelaide,"Keath, Alex",1992-01-20,2018
adelaide,"Keath, Alex",1992-01-20,2019
adelaide,"Otten, Andy",1989-05-15,2008
adelaide,"Otten, Andy",1989-05-15,2009
adelaide,"Otten, Andy",1989-05-15,2011
adelaide,"Otten, Andy",1989-05-15,2012
adelaide,"Otten, Andy",1989-05-15,2013
adelaide,"Otten, Andy",1989-05-15,2014
adelaide,"Otten, Andy",1989-05-15,2017
adelaide,"Otten, Andy",1989-05-15,2018
adelaide,"Otten, Andy",1989-05-15,2019
adelaide,"Jenkins, Josh",1989-02-08,2012
adelaide,"Jenkins, Josh",1989-02-08,2013
adelaide,"Jenkins, Josh",1989-02-08,2014
adelaide,"Jenkins, Josh",1989-02-08,2015
adelaide,"Jenkins, Josh",1989-02-08,2016
adelaide,"Jenkins, Josh",1989-02-08,2017
adelaide,"Jenkins, Josh",1989-02-08,2018
adelaide,"Jenkins, Josh",1989-02-08,2019
adelaide,"Wilson, Patrick",1994-12-11,2018
adelaide,"Wilson, Patrick",1994-12-11,2019
adelaide,"Gallucci, Jordan",1998-05-04,2017
adelaide,"Gallucci, Jordan",1998-05-04,2018
adelaide,"Gallucci, Jordan",1998-05-04,2019
adelaide,"Ellis-Yolmen, Cam",1993-01-28,2014
adelaide,"Ellis-Yolmen, Cam",1993-01-28,2015
adelaide,"Ellis-Yolmen, Cam",1993-01-28,2016
adelaide,"Ellis-Yolmen, Cam",1993-01-28,2018
adelaide,"Ellis-Yolmen, Cam",1993-01-28,2019
adelaide,"McGovern, Mitch",1994-10-11,2016
adelaide,"McGovern, Mitch",1994-10-11,2017
adelaide,"McGovern, Mitch",1994-10-11,2018
adelaide,"Cheney, Kyle",1989-08-25,2015
adelaide,"Cheney, Kyle",1989-08-25,2016
adelaide,"Cheney, Kyle",1989-08-25,2018
adelaide,"Hampton, Curtly",1993-03-10,2017
adelaide,"Hampton, Curtly",1993-03-10,2018
adelaide,"Gibson, Sam",1986-05-27,2018
adelaide,"Cameron, Charlie",1994-07-05,2014
adelaide,"Cameron, Charlie",1994-07-05,2015
adelaide,"Cameron, Charlie",1994-07-05,2016
adelaide,"Cameron, Charlie",1994-07-05,2017
adelaide,"Lever, Jake",1996-03-05,2015
adelaide,"Lever, Jake",1996-03-05,2016
adelaide,"Lever, Jake",1996-03-05,2017
adelaide,"Thompson, Scott",1983-03-14,2005
adelaide,"Thompson, Scott",1983-03-14,2006
adelaide,"Thompson, Scott",1983-03-14,2007
adelaide,"Thompson, Scott",1983-03-14,2008
adelaide,"Thompson, Scott",1983-03-14,2009
adelaide,"Thompson, Scott",1983-03-14,2010
adelaide,"Thompson, Scott",1983-03-14,2011
adelaide,"Thompson, Scott",1983-03-14,2012
adelaide,"Thompson, Scott",1983-03-14,2013
adelaide,"Thompson, Scott",1983-03-14,2014
adelaide,"Thompson, Scott",1983-03-14,2015
adelaide,"Thompson, Scott",1983-03-14,2016
adelaide,"Thompson, Scott",1983-03-14,2017
adelaide,"Beech, Jonathon",1990-11-09,2017
adelaide,"Menzel, Troy",1994-09-22,2017
adelaide,"Lyons, Jarryd",1992-07-22,2012
adelaide,"Lyons, Jarryd",1992-07-22,2013
adelaide,"Lyons, Jarryd",1992-07-22,2014
adelaide,"Lyons, Jarryd",1992-07-22,2015
adelaide,"Lyons, Jarryd",1992-07-22,2016
adelaide,"Henderson, Ricky",1988-09-11,2010
adelaide,"Henderson, Ricky",1988-09-11,2011
adelaide,"Henderson, Ricky",1988-09-11,2012
adelaide,"Henderson, Ricky",1988-09-11,2013
adelaide,"Henderson, Ricky",1988-09-11,2014
adelaide,"Henderson, Ricky",1988-09-11,2015
adelaide,"Henderson, Ricky",1988-09-11,2016
adelaide,"van Berlo, Nathan",1986-06-06,2005
adelaide,"van Berlo, Nathan",1986-06-06,2006
adelaide,"van Berlo, Nathan",1986-06-06,2007
adelaide,"van Berlo, Nathan",1986-06-06,2008
adelaide,"van Berlo, Nathan",1986-06-06,2009
adelaide,"van Berlo, Nathan",1986-06-06,2010
adelaide,"van Berlo, Nathan",1986-06-06,2011
adelaide,"van Berlo, Nathan",1986-06-06,2012
adelaide,"van Berlo, Nathan",1986-06-06,2013
adelaide,"van Berlo, Nathan",1986-06-06,2015
adelaide,"van Berlo, Nathan",1986-06-06,2016
adelaide,"Dangerfield, Patrick",1990-04-05,2008
adelaide,"Dangerfield, Patrick",1990-04-05,2009
adelaide,"Dangerfield, Patrick",1990-04-05,2010
adelaide,"Dangerfield, Patrick",1990-04-05,2011
adelaide,"Dangerfield, Patrick",1990-04-05,2012
adelaide,"Dangerfield, Patrick",1990-04-05,2013
adelaide,"Dangerfield, Patrick",1990-04-05,2014
adelaide,"Dangerfield, Patrick",1990-04-05,2015
adelaide,"Shaw, Sam",1991-04-05,2012
adelaide,"Shaw, Sam",1991-04-05,2013
adelaide,"Shaw, Sam",1991-04-05,2014
adelaide,"Shaw, Sam",1991-04-05,2015
adelaide,"Wright, Matthew",1989-12-14,2011
adelaide,"Wright, Matthew",1989-12-14,2012
adelaide,"Wright, Matthew",1989-12-14,2013
adelaide,"Wright, Matthew",1989-12-14,2014
adelaide,"Wright, Matthew",1989-12-14,2015
adelaide,"Martin, Brodie",1988-11-06,2009
adelaide,"Martin, Brodie",1988-11-06,2010
adelaide,"Martin, Brodie",1988-11-06,2011
adelaide,"Martin, Brodie",1988-11-06,2012
adelaide,"Martin, Brodie",1988-11-06,2013
adelaide,"Martin, Brodie",1988-11-06,2014
adelaide,"Martin, Brodie",1988-11-06,2015
adelaide,"Grigg, Mitch",1993-01-02,2013
adelaide,"Grigg, Mitch",1993-01-02,2014
adelaide,"Grigg, Mitch",1993-01-02,2015
adelaide,"Kerridge, Sam",1993-04-26,2012
adelaide,"Kerridge, Sam",1993-04-26,2013
adelaide,"Kerridge, Sam",1993-04-26,2014
adelaide,"Kerridge, Sam",1993-04-26,2015
adelaide,"Jaensch, Matthew",1989-09-18,2010
adelaide,"Jaensch, Matthew",1989-09-18,2011
adelaide,"Jaensch, Matthew",1989-09-18,2012
adelaide,"Jaensch, Matthew",1989-09-18,2013
adelaide,"Jaensch, Matthew",1989-09-18,2014
adelaide,"Jaensch, Matthew",1989-09-18,2015
adelaide,"Rutten, Ben",1983-05-28,2003
adelaide,"Rutten, Ben",1983-05-28,2004
adelaide,"Rutten, Ben",1983-05-28,2005
adelaide,"Rutten, Ben",1983-05-28,2006
adelaide,"Rutten, Ben",1983-05-28,2007
adelaide,"Rutten, Ben",1983-05-28,2008
adelaide,"Rutten, Ben",1983-05-28,2009
adelaide,"Rutten, Ben",1983-05-28,2010
adelaide,"Rutten, Ben",1983-05-28,2011
adelaide,"Rutten, Ben",1983-05-28,2012
adelaide,"Rutten, Ben",1983-05-28,2013
adelaide,"Rutten, Ben",1983-05-28,2014
adelaide,"Reilly, Brent",1983-11-12,2002
adelaide,"Reilly, Brent",1983-11-12,2003
adelaide,"Reilly, Brent",1983-11-12,2004
adelaide,"Reilly, Brent",1983-11-12,2005
adelaide,"Reilly, Brent",1983-11-12,2006
adelaide,"Reilly, Brent",1983-11-12,2007
adelaide,"Reilly, Brent",1983-11-12,2008
adelaide,"Reilly, Brent",1983-11-12,2009
adelaide,"Reilly, Brent",1983-11-12,2010
adelaide,"Reilly, Brent",1983-11-12,2011
adelaide,"Reilly, Brent",1983-11-12,2012
adelaide,"Reilly, Brent",1983-11-12,2013
adelaide,"Reilly, Brent",1983-11-12,2014
adelaide,"Podsiadly, James",1981-09-10,2014
adelaide,"Thompson, Luke",1991-02-08,2011
adelaide,"Thompson, Luke",1991-02-08,2012
adelaide,"Thompson, Luke",1991-02-08,2014
adelaide,"Porplyzia, Jason",1984-11-27,2006
adelaide,"Porplyzia, Jason",1984-11-27,2007
adelaide,"Porplyzia, Jason",1984-11-27,2008
adelaide,"Porplyzia, Jason",1984-11-27,2009
adelaide,"Porplyzia, Jason",1984-11-27,2010
adelaide,"Porplyzia, Jason",1984-11-27,2011
adelaide,"Porplyzia, Jason",1984-11-27,2012
adelaide,"Porplyzia, Jason",1984-11-27,2013
adelaide,"Porplyzia, Jason",1984-11-27,2014
adelaide,"Petrenko, Jared",1989-12-22,2009
adelaide,"Petrenko, Jared",1989-12-22,2010
adelaide,"Petrenko, Jared",1989-12-22,2011
adelaide,"Petrenko, Jared",1989-12-22,2012
adelaide,"Petrenko, Jared",1989-12-22,2013
adelaide,"Petrenko, Jared",1989-12-22,2014
adelaide,"McKernan, Shaun",1990-09-01,2009
adelaide,"McKernan, Shaun",1990-09-01,2011
adelaide,"McKernan, Shaun",1990-09-01,2012
adelaide,"McKernan, Shaun",1990-09-01,2013
adelaide,"McKernan, Shaun",1990-09-01,2014
adelaide,"Johnston, Lewis",1991-03-03,2012
adelaide,"Johnston, Lewis",1991-03-03,2013
adelaide,"Johnston, Lewis",1991-03-03,2014
adelaide,"Vince, Bernie",1985-10-02,2006
adelaide,"Vince, Bernie",1985-10-02,2007
adelaide,"Vince, Bernie",1985-10-02,2008
adelaide,"Vince, Bernie",1985-10-02,2009
adelaide,"Vince, Bernie",1985-10-02,2010
adelaide,"Vince, Bernie",1985-10-02,2011
adelaide,"Vince, Bernie",1985-10-02,2012
adelaide,"Vince, Bernie",1985-10-02,2013
adelaide,"Callinan, Ian",1982-12-20,2011
adelaide,"Callinan, Ian",1982-12-20,2012
adelaide,"Callinan, Ian",1982-12-20,2013
adelaide,"Tambling, Richard",1986-09-12,2011
adelaide,"Tambling, Richard",1986-09-12,2012
adelaide,"Tambling, Richard",1986-09-12,2013
adelaide,"Riley, Aidan",1991-12-13,2011
adelaide,"Riley, Aidan",1991-12-13,2012
adelaide,"Riley, Aidan",1991-12-13,2013
adelaide,"Johncock, Graham",1982-10-21,2002
adelaide,"Johncock, Graham",1982-10-21,2003
adelaide,"Johncock, Graham",1982-10-21,2004
adelaide,"Johncock, Graham",1982-10-21,2005
adelaide,"Johncock, Graham",1982-10-21,2006
adelaide,"Johncock, Graham",1982-10-21,2007
