team_id,Player,DOB,cap,number,games,won,drawn,lost,goals
adelaide,"Talia, Daniel",1991-10-02,182,12,200,110,1,89,6
adelaide,"Hartigan, Kyle",1991-11-07,195,15,113,65,0,48,1
adelaide,"Crouch, Brad",1994-01-14,192,2,95,48,0,47,34
adelaide,"Stengle, Tyson",1998-10-19,226,18,14,4,0,10,13
adelaide,"Gibbs, Bryce",1989-03-15,218,6,37,18,0,19,15
adelaide,"Poholke, Myles",1998-07-10,220,10,16,6,0,10,5
adelaide,"Crocker, Ben",1997-02-19,229,20,7,0,0,7,4
adelaide,"McAsey, Fischer",2001-03-08,228,35,10,0,0,10,NA
adelaide,"Atkins, Rory",1994-07-12,205,21,101,62,1,38,47
adelaide,"Knight, Riley",1995-03-27,204,3,55,36,1,18,37
adelaide,"Douglas, Richard",1987-02-06,149,26,246,133,1,112,164
adelaide,"Jacobs, Sam",1988-04-10,180,24,184,104,1,79,45
adelaide,"Betts, Eddie",1986-11-26,196,18,132,78,0,54,310
adelaide,"Greenwood, Hugh",1992-03-06,213,1,51,30,1,20,36
adelaide,"Keath, Alex",1992-01-20,215,42,30,16,1,13,1
adelaide,"Otten, Andy",1989-05-15,160,22,109,61,1,47,38
adelaide,"Jenkins, Josh",1989-02-08,188,4,147,85,1,61,296
adelaide,"Wilson, Patrick",1994-12-11,222,31,2,0,0,2,NA
adelaide,"Gallucci, Jordan",1998-05-04,212,7,27,17,0,10,19
adelaide,"Ellis-Yolmen, Cam",1993-01-28,200,28,39,21,0,18,15
adelaide,"McGovern, Mitch",1994-10-11,206,41,48,34,1,13,67
adelaide,"Cheney, Kyle",1989-08-25,201,25,44,28,0,16,NA
adelaide,"Hampton, Curtly",1993-03-10,210,17,12,8,0,4,4
adelaide,"Gibson, Sam",1986-05-27,221,20,5,1,0,4,2
adelaide,"Cameron, Charlie",1994-07-05,199,23,73,47,1,25,87
adelaide,"Lever, Jake",1996-03-05,203,6,56,38,0,18,3
adelaide,"Thompson, Scott",1983-03-14,143,5,269,154,0,115,145
adelaide,"Beech, Jonathon",1990-11-09,214,1,3,2,0,1,1
adelaide,"Menzel, Troy",1994-09-22,211,32,4,3,0,1,4
adelaide,"Lyons, Jarryd",1992-07-22,187,31,55,34,0,21,32
adelaide,"Henderson, Ricky",1988-09-11,173,45,90,46,0,44,43
adelaide,"van Berlo, Nathan",1986-06-06,144,7,205,117,0,88,68
adelaide,"Dangerfield, Patrick",1990-04-05,162,32,154,81,0,73,163
adelaide,"Shaw, Sam",1991-04-05,186,34,24,16,0,8,NA
adelaide,"Wright, Matthew",1989-12-14,179,11,94,49,0,45,63
adelaide,"Martin, Brodie",1988-11-06,167,36,38,19,0,19,14
adelaide,"Grigg, Mitch",1993-01-02,194,38,20,11,0,9,15
adelaide,"Kerridge, Sam",1993-04-26,185,17,27,13,0,14,23
adelaide,"Jaensch, Matthew",1989-09-18,174,10,74,36,0,38,25
adelaide,"Rutten, Ben",1983-05-28,136,25,229,129,0,100,9
adelaide,"Reilly, Brent",1983-11-12,130,3,203,112,0,91,52
adelaide,"Podsiadly, James",1981-09-10,197,1,21,10,0,11,26
adelaide,"Thompson, Luke",1991-02-08,178,28,20,6,0,14,2
adelaide,"Porplyzia, Jason",1984-11-27,147,40,130,75,0,55,181
adelaide,"Petrenko, Jared",1989-12-22,164,23,76,35,0,41,50
adelaide,"McKernan, Shaun",1990-09-01,166,35,34,12,0,22,21
adelaide,"Johnston, Lewis",1991-03-03,191,8,8,4,0,4,15
adelaide,"Vince, Bernie",1985-10-02,146,17,129,68,0,61,80
adelaide,"Callinan, Ian",1982-12-20,181,37,32,20,0,12,49
adelaide,"Tambling, Richard",1986-09-12,177,1,16,8,0,8,1
adelaide,"Riley, Aidan",1991-12-13,183,43,12,8,0,4,5
adelaide,"Johncock, Graham",1982-10-21,125,18,227,124,0,103,120
adelaide,"Doughty, Michael",1979-08-05,115,11,231,135,0,96,46
adelaide,"Tippett, Kurt",1987-05-08,157,4,104,53,0,51,188
adelaide,"Knights, Chris",1986-09-25,145,21,96,52,0,44,68
adelaide,"Symes, Brad",1985-03-07,156,15,60,31,0,29,6
adelaide,"McIntyre, Tim",1989-04-09,189,49,1,1,0,0,2
adelaide,"Armstrong, Tony",1989-09-29,169,38,14,6,0,8,NA
adelaide,"Gunston, Jack",1991-10-16,175,6,14,5,0,9,20
adelaide,"Maric, Ivan",1986-01-04,148,20,77,43,0,34,28
adelaide,"Moran, Brad",1986-09-29,161,2,18,10,0,8,8
adelaide,"Schmidt, Chris",1989-03-20,171,46,18,5,0,13,2
adelaide,"Sellar, James",1989-03-24,159,29,21,11,0,10,3
adelaide,"Cook, Myke",1989-10-09,163,8,14,4,0,10,2
adelaide,"Davis, Phil",1990-08-30,172,16,18,11,0,7,1
adelaide,"Stevens, Scott",1982-01-15,138,27,119,66,0,53,71
adelaide,"Young, Will",1990-08-03,170,39,2,0,0,2,1
adelaide,"Bock, Nathan",1983-03-20,141,44,113,60,0,53,57
adelaide,"Griffin, Jonathon",1986-01-14,150,6,41,21,0,20,7
adelaide,"McLeod, Andrew",1976-08-04,66,23,340,185,0,155,275
adelaide,"Goodwin, Simon",1976-12-26,77,36,275,155,0,120,162
adelaide,"Edwards, Tyson",1976-08-06,67,9,321,175,0,146,192
adelaide,"Burton, Brett",1978-05-04,98,24,177,93,0,84,264
adelaide,"Hentschel, Trent",1982-12-25,133,37,71,43,0,28,94
adelaide,"Shirley, Robert",1980-06-09,112,12,151,86,0,65,28
adelaide,"Gill, Nick",1982-08-25,153,1,17,10,0,7,21
adelaide,"Bassett, Nathan",1976-12-07,87,8,210,117,0,93,25
adelaide,"Massie, Kris",1980-05-30,128,3,88,50,0,38,11
adelaide,"Campbell, Bryce",1984-09-07,152,31,8,4,0,4,1
adelaide,"Jericho, Luke",1984-10-18,140,30,33,18,0,15,31
adelaide,"McGregor, Ken",1981-01-29,106,16,152,84,0,68,114
adelaide,"Jacky, Jarrhan",1989-04-05,158,10,3,3,0,0,1
adelaide,"Ricciuto, Mark",1975-06-08,51,32,312,162,1,149,292
adelaide,"Welsh, Scott",1978-12-07,110,17,129,70,0,59,270
adelaide,"Torney, Jason",1977-06-16,132,15,77,46,0,31,18
adelaide,"Hudson, Ben",1979-02-24,139,13,55,32,0,23,6
adelaide,"Mattner, Martin",1982-08-06,129,39,98,60,0,38,14
adelaide,"Meesen, John",1986-06-20,154,2,2,2,0,0,NA
adelaide,"Perrie, Ian",1979-04-09,94,22,116,66,0,50,129
adelaide,"Hinge, John",1986-06-06,151,38,1,0,0,1,NA
adelaide,"Bode, Matthew",1979-06-29,120,10,79,48,0,31,71
adelaide,"Biglands, Rhett",1977-09-04,113,35,134,81,0,53,59
adelaide,"Clarke, Matthew",1973-09-18,108,4,118,61,0,57,19
adelaide,"Hart, Ben",1974-07-09,38,34,311,166,1,144,45
adelaide,"Skipworth, Hayden",1983-02-25,119,14,44,25,0,19,22
adelaide,"Begley, James",1980-07-22,135,28,25,11,0,14,3
adelaide,"Stevens, Mark",1975-10-25,89,19,101,54,0,47,103
adelaide,"Stenglein, Tyson",1980-07-16,104,20,106,56,0,50,26
adelaide,"Ladhams, Chris",1980-10-21,117,40,54,29,0,25,37
adelaide,"Gallagher, James",1979-11-17,123,21,38,17,0,21,11
adelaide,"Watts, Fergus",1985-09-21,142,6,5,2,0,3,2
adelaide,"Smart, Nigel",1969-05-21,16,7,278,140,1,137,116
adelaide,"Carey, Wayne",1971-05-27,131,2,28,12,0,16,56
adelaide,"Schuback, Jacob",1983-11-28,137,26,7,1,0,6,4
adelaide,"Burns, Ronnie",1973-03-13,134,5,20,11,0,9,23
adelaide,"Bickley, Mark",1969-08-04,27,26,272,138,0,134,77
adelaide,"Marsh, Ben",1976-07-09,95,31,48,25,0,23,17
adelaide,"Crowell, Andrew",1977-08-15,109,1,44,22,0,22,15
adelaide,"Schell, Daniel",1980-01-20,127,27,11,8,0,3,9
adelaide,"Johnson, Kane",1978-03-15,74,28,104,55,0,49,44
adelaide,"Beinke, Bryan",1975-08-05,101,25,38,22,0,16,42
adelaide,"Hewitt, Evan",1978-07-07,116,2,15,9,0,6,6
adelaide,"Shir, Matthew",1981-09-12,118,5,11,6,0,5,1
adelaide,"Nelson, Ben",1977-01-23,126,6,12,8,0,4,1
adelaide,"Fitzgerald, Ryan",1976-10-16,124,15,8,5,0,3,8
adelaide,"Robran, Matthew",1971-03-19,50,10,130,69,0,61,110
adelaide,"Jarman, Darren",1967-01-28,71,3,121,64,0,57,264
adelaide,"Vardy, Peter",1976-01-26,75,30,96,48,0,48,150
adelaide,"Eccles, Andrew",1979-06-01,91,33,41,22,0,19,22
adelaide,"Byrne, James",1978-04-23,107,6,24,13,0,11,4
adelaide,"Gallagher, David",1980-08-05,99,38,26,11,0,15,2
adelaide,"Bown, Stuart",1978-08-24,121,44,4,3,0,1,1
adelaide,"Richardson, Adam",1974-08-20,122,15,2,2,0,0,1
adelaide,"OLoughlin, Ricky",1979-07-04,114,27,9,7,0,2,2
adelaide,"Rehn, Shaun",1971-08-17,35,52,134,72,1,61,55
adelaide,"Connell, Matthew",1972-08-03,64,14,96,40,0,56,28
adelaide,"Koster, Kym",1973-02-01,72,5,95,52,0,43,31
adelaide,"Caven, Peter",1970-05-16,69,44,82,42,0,40,34
adelaide,"James, Brett",1972-12-15,78,11,76,40,0,36,26
adelaide,"Thiessen, James",1974-02-10,90,29,44,21,0,23,21
adelaide,"Cicolella, Justin",1978-09-12,111,42,5,0,0,5,1
adelaide,"Ellen, Shane",1973-01-01,70,13,54,23,0,31,15
adelaide,"Jameson, Rod",1970-06-30,4,35,153,78,1,74,113
adelaide,"Liptak, Matthew",1970-04-30,30,27,116,57,1,58,128
adelaide,"Bond, Troy",1973-07-14,68,18,58,29,0,29,51
adelaide,"Ormond-Allen, Trent",1976-06-11,84,21,42,22,0,20,2
adelaide,"Herbert, Lucas",1977-09-13,100,1,14,5,0,9,1
adelaide,"Golding, Matthew",1980-12-30,103,37,7,2,0,5,NA
adelaide,"Pittman, David",1969-02-23,46,15,131,64,1,66,34
adelaide,"Atkinson, Brodie",1972-07-31,97,2,5,2,0,3,1
adelaide,"Downsborough, Ian",1972-01-19,92,17,12,9,0,3,6
adelaide,"Howard, Dean",1976-07-29,105,47,2,0,0,2,NA
adelaide,"Wintle, Darryl",1976-04-07,102,46,3,2,0,1,NA
adelaide,"Rintoul, Chad",1974-07-31,80,42,23,13,0,10,16
adelaide,"Modra, Tony",1969-03-01,41,6,118,55,1,62,440
adelaide,"Stevens, Linden",1978-06-13,96,39,2,1,0,1,NA
adelaide,"Cook, Tim",1974-02-20,83,2,8,5,0,3,5
adelaide,"Sampson, Clay",1976-02-24,86,24,24,15,0,9,16
adelaide,"Tregenza, Simon",1971-03-09,19,12,106,55,1,50,16
adelaide,"Cook, Sudjai",1976-06-27,93,40,7,6,0,1,2
adelaide,"Keating, Aaron",1974-05-24,79,20,6,4,0,2,1
adelaide,"Picioane, Lance",1980-06-07,88,4,4,1,0,3,2
adelaide,"Chalmers, Brett",1973-04-23,56,19,50,20,1,29,8
adelaide,"Collins, Matthew",1977-02-02,73,17,14,6,0,8,2
adelaide,"Standfield, Barry",1970-02-13,81,16,13,7,0,6,23
adelaide,"Gilligan, Tom",1978-11-03,85,31,3,0,0,3,1
adelaide,"Williams, Brent",1978-02-13,82,29,7,3,0,4,4
adelaide,"McCartney, Jason",1974-03-14,65,8,37,14,0,23,20
adelaide,"Viska, Mark",1971-04-29,52,49,33,15,0,18,1
adelaide,"McDermott, Chris",1963-11-04,12,10,117,56,1,60,25
adelaide,"McGuinness, Tony",1964-05-06,13,11,113,52,1,60,79
adelaide,"Jarman, Andrew",1966-01-14,5,2,110,51,1,58,92
adelaide,"Tasker, Sean",1968-06-18,32,4,48,20,0,28,17
adelaide,"Fernee, Ashley",1977-06-24,76,45,2,1,0,1,NA
adelaide,"Weidemann, Wayne",1966-10-21,34,33,68,31,1,36,26
adelaide,"Kluzek, Matthew",1973-04-03,61,31,24,8,0,16,15
adelaide,"Brown, David",1969-09-29,31,21,69,31,1,37,55
adelaide,"Anderson, Greg",1966-05-14,48,1,59,27,1,31,19
adelaide,"Pesch, Nick",1974-06-25,63,16,31,14,0,17,15
adelaide,"Hodges, Scott",1968-04-26,22,17,38,19,0,19,100
adelaide,"Ross, Jonathan",1973-11-03,42,39,20,11,0,9,4
adelaide,"Maynard, Rodney",1966-09-21,11,18,81,36,1,44,24
adelaide,"Wellman, Sean",1974-09-20,58,44,34,13,1,20,9
adelaide,"Ingerson, Anthony",1969-10-13,39,29,37,16,0,21,25
adelaide,"McKinnon, Martin",1975-07-05,62,28,25,10,0,15,7
adelaide,"Hall, Tony",1964-09-16,55,9,17,7,1,9,30
adelaide,"Lee, Scott",1963-06-05,7,13,86,43,1,42,18
adelaide,"Powell, Matthew",1973-09-27,53,20,16,7,0,9,4
adelaide,"Rowe, Stephen",1965-11-03,26,3,29,16,0,13,24
adelaide,"Schwerdt, Stephen",1968-05-28,43,40,25,10,1,14,4
adelaide,"Wigney, Stuart",1969-04-19,54,14,10,3,0,7,20
adelaide,"Rouvray, Paul",1972-04-18,47,45,21,12,0,9,2
adelaide,"Mail, Joshua",1974-12-18,60,8,4,2,0,2,NA
adelaide,"Tongerie, Shane",1971-02-10,57,17,4,2,0,2,3
adelaide,"Turner, Peter",1974-01-23,59,22,3,1,0,2,1
adelaide,"Groom, Chris",1973-08-28,49,50,12,7,0,5,8
adelaide,"Bone, Randall",1973-11-13,40,51,12,8,0,4,13
adelaide,"Sanderson, Brenton",1974-02-27,44,36,6,2,0,4,4
adelaide,"Patterson, Paul",1965-09-28,37,46,9,5,0,4,2
adelaide,"Mickan, Mark",1961-01-30,28,25,37,17,0,20,12
adelaide,"Hart, Darel",1964-01-03,2,3,39,20,0,19,38
adelaide,"Lindner, Bruce",1961-06-20,8,9,19,15,0,4,27
adelaide,"Payze, Andrew",1966-08-25,36,24,14,7,0,7,2
adelaide,"Abernethy, Bruce",1962-05-10,24,5,11,7,0,4,2
adelaide,"Marshall, David",1960-06-30,10,16,26,11,0,15,14
adelaide,"Murphy, Michael",1965-09-08,23,22,16,6,0,10,41
adelaide,"Saliba, Adam",1972-07-14,45,37,3,1,0,2,2
adelaide,"Klug, John",1965-09-28,6,20,26,11,0,15,34
adelaide,"Smith, Darren",1965-02-09,17,28,9,3,0,6,10
adelaide,"Kelly, Matthew",1971-07-02,33,42,2,0,0,2,NA
adelaide,"Fielke, Grantley",1962-03-18,1,30,24,11,0,13,6
adelaide,"McIntyre, Peter",1967-01-06,14,23,14,5,0,9,19
adelaide,"Negri, Romano",1964-09-30,15,1,6,2,0,4,NA
adelaide,"Hocking, Eddie",1970-01-06,3,8,11,5,0,6,4
adelaide,"Bartlett, Allan",1967-05-23,21,14,11,3,0,8,3
adelaide,"Thompson, Robert",1967-10-22,18,41,5,3,0,2,NA
adelaide,"Hughes, Danny",1963-12-04,25,19,11,6,0,5,1
adelaide,"Lindsay, Bruce",1961-07-22,9,32,6,2,0,4,NA
adelaide,"Lamb, Clayton",1964-07-01,29,6,1,0,0,1,1
adelaide,"Warhurst, Tom",1963-02-17,20,44,2,1,0,1,NA
brisbaneb,"Merrett, Roger",1960-04-19,46,24,164,54,2,108,285
brisbaneb,"Ashcroft, Marcus",1971-09-25,58,10,152,53,2,97,84
brisbaneb,"Champion, Richard",1968-04-14,73,1,119,44,2,73,37
brisbaneb,"Kennedy, Matthew",1970-02-04,66,41,113,39,1,73,25
brisbaneb,"Hart, Shaun",1971-05-17,63,32,102,37,1,64,81
brisbaneb,"White, Darryl",1973-06-12,95,33,90,39,2,49,106
brisbaneb,"McLean, Michael",1965-03-03,77,19,87,28,0,59,17
brisbaneb,"Fletcher, Adrian",1969-10-10,107,6,86,38,1,47,49
brisbaneb,"Clarke, Matthew",1973-09-18,106,16,69,36,1,32,6
brisbaneb,"Lappin, Nigel",1976-06-21,126,44,61,32,1,28,40
brisbaneb,"McAdam, Gilbert",1967-03-30,122,2,58,30,1,27,41
brisbaneb,"Scott, Chris",1976-05-03,123,22,55,27,1,27,23
brisbaneb,"Chapman, Nathan",1975-05-07,105,5,49,15,0,34,12
brisbaneb,"Scott, Dion",1970-04-01,112,38,49,26,0,23,39
brisbaneb,"Lambert, Craig",1968-10-05,121,18,49,24,1,24,19
brisbaneb,"Leppitsch, Justin",1975-10-01,108,23,44,22,1,21,58
brisbaneb,"Gowers, Andrew",1969-04-11,129,8,40,21,1,18,7
brisbaneb,"McRae, Craig",1973-09-22,131,4,39,21,0,18,56
brisbaneb,"Lynch, Alastair",1968-06-19,127,11,32,17,0,15,89
brisbaneb,"Dickfos, Danny",1970-09-30,138,14,22,16,1,5,NA
brisbaneb,"Lynch, Tristan",1973-08-22,140,42,21,14,1,6,1
brisbaneb,"Voss, Michael",1975-07-07,102,3,79,38,1,40,72
brisbaneb,"Akermanis, Jason",1977-02-24,133,20,38,23,1,14,44
brisbaneb,"McIvor, Scott",1966-08-09,45,7,138,45,1,92,77
brisbaneb,"Corcoran, Shannon",1971-02-22,134,26,5,2,0,3,NA
brisbaneb,"Robbins, Ben",1976-12-27,142,28,5,3,0,2,1
brisbaneb,"Bartlett, Trent",1976-11-26,136,17,22,13,1,8,1
brisbaneb,"Keating, Clark",1976-03-19,141,27,14,10,1,3,9
brisbaneb,"Bradshaw, Daniel",1978-11-21,143,36,3,3,0,0,NA
brisbaneb,"Bews, Andrew",1964-07-19,120,25,56,28,1,27,2
brisbaneb,"Green, Brent",1976-03-29,137,21,3,3,0,0,NA
brisbaneb,"Clarke, Troy",1969-06-08,74,12,68,18,1,49,31
brisbaneb,"Johnson, Troy",1977-07-26,139,29,2,2,0,0,NA
brisbaneb,"Hodges, Shane",1975-01-03,135,21,4,2,0,2,NA
brisbaneb,"Lawrence, Steven",1976-05-19,132,34,13,6,0,7,1
brisbaneb,"Craven, Danny",1967-05-03,115,20,25,6,0,19,7
brisbaneb,"Leslie, Martin",1962-11-17,55,17,107,28,1,78,11
brisbaneb,"Frigo, Rudi",1974-01-31,128,37,8,6,0,2,1
brisbaneb,"Hamilton, Shane",1970-08-18,76,14,47,11,0,36,30
brisbaneb,"Starcevich, Craig",1967-05-16,125,9,20,5,0,15,16
brisbaneb,"Bourke, Damian",1965-01-19,117,30,22,4,0,18,4
brisbaneb,"Lyon, Ross",1966-11-08,130,28,2,1,0,1,NA
brisbaneb,"Francis, Fabian",1973-10-24,109,29,22,6,0,16,17
brisbaneb,"Lehmann, Troy",1972-02-25,124,15,13,4,0,9,10
brisbaneb,"Gastev, John",1964-08-11,53,4,113,29,1,83,41
brisbaneb,"Peos, Paul",1968-01-28,111,8,33,10,0,23,40
brisbaneb,"McCormack, Brendan",1970-06-28,114,31,12,3,0,9,9
brisbaneb,"Bain, David",1966-05-02,52,22,86,17,1,68,44
brisbaneb,"Buckley, Nathan",1972-07-26,104,11,20,4,0,16,21
brisbaneb,"Noonan, Danny",1968-11-29,80,26,55,10,1,44,19
brisbaneb,"Worsfold, Peter",1970-07-11,84,18,31,3,1,27,24
brisbaneb,"Parker, John",1971-05-17,118,21,3,0,0,3,NA
brisbaneb,"Pearce, Brad",1971-08-16,119,13,2,0,0,2,1
brisbaneb,"McLuckie, Steven",1973-02-12,96,40,20,5,1,14,8
brisbaneb,"Spargo, Paul",1966-10-09,113,15,9,3,0,6,9
brisbaneb,"Heffernan, Martin",1972-08-28,116,36,2,0,0,2,1
brisbaneb,"Windsor, Ray",1972-08-11,71,28,23,3,1,19,22
brisbaneb,"Green, Ashley",1973-04-06,97,34,23,5,1,17,2
brisbaneb,"Murphy, Michael",1965-09-08,110,27,10,3,0,7,22
brisbaneb,"Alexander, Colin",1970-04-12,91,31,5,1,0,4,2
brisbaneb,"Campbell, Matthew",1964-01-30,2,25,79,16,1,62,28
brisbaneb,"Zanotti, Mark",1964-11-08,60,21,64,11,0,53,5
brisbaneb,"Hutton, John",1966-05-26,92,11,18,4,1,13,43
brisbaneb,"Palfreyman, Nigel",1973-10-02,94,44,15,2,1,12,7
brisbaneb,"Retzlaff, Brendon",1969-04-22,98,6,15,4,1,10,2
brisbaneb,"Potter, Craig",1966-01-19,85,13,13,3,0,10,3
brisbaneb,"Rendell, Matthew",1959-04-18,101,27,13,3,0,10,7
brisbaneb,"Kerinaiua, Adam",1974-06-17,103,42,3,1,0,2,1
brisbaneb,"Schache, Laurence",1967-10-17,82,23,29,3,1,25,64
brisbaneb,"Owen, Rod",1967-01-31,93,5,9,2,0,7,21
brisbaneb,"Jeffrey, Russell",1966-02-06,100,8,8,2,0,6,1
brisbaneb,"Shephard, Heath",1969-09-07,99,13,4,1,0,3,1
brisbaneb,"Luhrs, Simon",1970-06-18,88,50,12,1,0,11,NA
brisbaneb,"AhMat, Matthew",1974-06-27,89,3,6,0,0,6,1
brisbaneb,"Wearne, David",1970-05-10,70,46,18,2,1,15,2
brisbaneb,"Ryan, Matthew",1967-06-02,81,30,18,3,0,15,8
brisbaneb,"Curran, Peter",1962-07-15,75,2,14,3,0,11,8
brisbaneb,"Ogg, David",1967-11-23,79,34,9,0,0,9,3
brisbaneb,"Kidgell, Ian",1970-11-21,90,53,3,0,0,3,1
brisbaneb,"Hardie, Brad",1962-10-10,6,5,101,25,0,76,192
brisbaneb,"Cameron, David",1964-04-04,72,8,15,3,0,12,26
brisbaneb,"Sim, Lachlan",1969-11-24,57,20,21,6,0,15,5
brisbaneb,"OBrien, Cameron",1966-09-28,11,28,44,14,0,30,65
brisbaneb,"Ishchenko, Alex",1964-04-20,54,9,42,10,0,32,15
brisbaneb,"Taylor, Andrew",1965-07-02,48,29,31,10,0,21,13
brisbaneb,"Bell, Corey",1973-01-24,86,51,8,3,0,5,2
brisbaneb,"Phillips, Brenton",1962-11-05,13,11,61,20,0,41,30
brisbaneb,"Gibson, Michael",1965-10-31,37,38,52,20,0,32,3
brisbaneb,"Rowe, Brad",1969-11-23,64,6,14,3,0,11,9
brisbaneb,"OKeeffe, David",1962-02-20,12,31,68,18,0,50,25
brisbaneb,"Dickson, Robert",1963-11-14,87,27,2,0,0,2,NA
brisbaneb,"Lester-Smith, Rod",1959-07-18,51,16,39,8,0,31,15
brisbaneb,"Strempel, Shane",1969-01-21,83,42,3,0,0,3,2
brisbaneb,"Reynoldson, Steve",1962-09-06,15,3,58,17,0,41,17
brisbaneb,"Millar, Jason",1970-08-30,78,39,1,0,0,1,NA
brisbaneb,"Richardson, Michael",1959-03-16,16,8,81,23,0,58,43
brisbaneb,"Walsh, Phil",1960-03-15,18,18,60,17,0,43,18
brisbaneb,"Roberts, Mark",1965-06-28,17,27,59,16,0,43,14
brisbaneb,"Withers, Mark",1964-03-03,39,37,36,10,0,26,29
brisbaneb,"Eade, Rodney",1958-04-04,43,26,30,11,0,19,3
brisbaneb,"Carlson, Darren",1967-05-06,34,44,25,6,0,19,7
brisbaneb,"OSullivan, Chris",1968-04-22,59,15,8,2,0,6,2
brisbaneb,"Davidson, Peter",1963-08-29,68,40,7,1,0,6,3
brisbaneb,"Capper, Warwick",1963-06-12,42,39,34,10,0,24,71
brisbaneb,"Edwards, Bradley",1968-02-22,62,19,10,2,0,8,NA
brisbaneb,"Caton, Kevin",1965-05-10,61,23,8,2,0,6,9
brisbaneb,"Kennedy, Michael",1967-02-03,44,36,23,7,0,16,3
brisbaneb,"Umbers, Richard",1968-05-16,67,14,4,0,0,4,NA
brisbaneb,"Solomon, Jonathan",1967-11-14,69,42,2,0,0,2,1
brisbaneb,"Williams, Mark",1958-08-21,20,2,66,17,0,49,58
brisbaneb,"Keane, Gavin",1966-03-05,65,35,7,0,0,7,NA
brisbaneb,"Harris, Ben",1963-06-27,28,49,14,3,0,11,6
